Item_ID	Sentence	ModalPresent	Finite	QuestionType	DegreeQ
151535:17	that just shows you how much i've been paying attention *t*-1,	no	yes	nom	yes
151559:95	and i, personally, i don't think 0 i would work for somebody if they were going *-2 to reject me on the basis of what *t*-1's inside my body.	no	yes	nom	no
151570:19	there's too many cases where it can, you know,	no	yes	rc	no
151578:42	i wouldn't want any air traffic controllers high or anything like that when i'm flying in an airplane *t*-1.	no	yes	adj	no
151588:29	but, have you ever been in a situation where you, you were drug tested *-1 *t*-2	no	yes	rc	no
151607:47	i mean it's, it's a pretty personal thing when somebody says i want *-1 to look at your urine before i'm going *-2 to talk to you *t*-3.	no	yes	adj	no
151611:52	and i just thought 0 it *ich*-4 was dumb of the company, at a point where they were trying *-1 to convince me to, to want *-2 to work for them *t*-3 * to do this,	no	yes	rc	no
151627:24	and then you had a physical, where you were drug tested *-1 *t*-2,	no	yes	rc	no
151630:18	and i know people who *t*-1 have been drug tested *-2 and who *t*-3 have not, you know, been hired *-4 by a corporation which, uh, you know,	no	yes	rc	no
151630:42	and i know people who *t*-1 have been drug tested *-2 and who *t*-3 have not, you know, been hired *-4 by a corporation which, uh, you know,	no	yes	rc	no
151637:65	just to the fact that i don't know that it *exp*-1 is a company's business * to regulate what its employees are doing *t*-2 when they're not at work *t*-3.	no	yes	nom	no
151637:84	just to the fact that i don't know that it *exp*-1 is a company's business * to regulate what its employees are doing *t*-2 when they're not at work *t*-3.	no	yes	nom	no
151638:38	i mean, during the eight hours, during the day, when they're supposed *-1 to be there *t*-2, i think 0 they have every right *-3 to say this is, these behaviors are acceptable *t*-4	no	yes	rc	no
151640:7	but when it enters into what they're doing *t*-1 when they're not at work *t*-2 *t*-3, i find that to be fairly offensive also.	no	yes	adj	no
151640:21	but when it enters into what they're doing *t*-1 when they're not at work *t*-2 *t*-3, i find that to be fairly offensive also.	no	yes	nom	no
151640:38	but when it enters into what they're doing *t*-1 when they're not at work *t*-2 *t*-3, i find that to be fairly offensive also.	no	yes	nom	no
151643:56	well like you say, i mean, if it's not a critical kind of job where someone could get hurt *-4 *t*-1, then really what people ought *-5 to be doing *t*-2, i mean, the, the employer ought *-6 to be judging you on how well you do your work *t*-3 rather than on these other factors.	no	yes	rc	no
151643:179	well like you say, i mean, if it's not a critical kind of job where someone could get hurt *-4 *t*-1, then really what people ought *-5 to be doing *t*-2, i mean, the, the employer ought *-6 to be judging you on how well you do your work *t*-3 rather than on these other factors.	no	yes	nom	yes
151664:44	well, you know, i, i can see how they can say in the work place 0 we, you don't want them to smoke *t*-1,	no	yes	emb	no
151665:7	but when somebody leaves work *t*-1, i don't think that it *exp*-2's the employer's right * to regulate their life style at all.	no	yes	adj	no
151670:110	uh, i really think 0 it should be *?*, except as i've mentioned twice now, in the specified industries or, or jobs, because there are certain things where it *exp*-1's just vital that a person is clear minded at all times *t*-3.	no	yes	rc	no
151724:6	and how did you feel 0 it went *t*-1?	no	yes	root	no
151728:33	so i, i kind of know how * to do these things *t*-1.	no	yes	emb	no
151735:28	um, oh, * let's see what else.	no	yes	emb	no
151737:8	usually when we have kind of our family reunion *t*-1 it's my grandmother's birthday,	no	yes	adj	no
151761:9	well, what did you find 0 *t*-1 was most helpful in * planning the birthday get together?	no	yes	root	no
151763:51	um, the, probably the biggest challenge was * getting a place where everyone, you know, could eat comfortably and, and everything *t*-1, uh.	no	yes	rc	no
151806:7	now how old is she *t*-1?	no	yes	root	yes
151830:11	that's what i call her *t*-1.	no	yes	nom	no
151843:37	and i don't know if your family's spread out or whatever	no	yes	emb	no
151869:106	uh, my immediate family, you know, my, my parents and my brothers and sisters, i guess 0 we're the ones that *t*-1 have the gypsy blood or whatever,	no	yes	rc	no
151957:10	well, how many, uh, uh, families *t*-1 own a refrigerator,	no	yes	root	yes
151960:8	and how many people, especially here in texas, *t*-2 own cars and trucks with air conditioning.	no	yes	root	yes
151969:56	and, uh, the only reason 0 i didn't, uh, get into that more, when i was, had my little business *t*-1 *t*-2, was because, uh, most of your, uh, air conditioning in, in, on vehicles tend *-3 to be greasy and dirty to the n-th degree	no	yes	rc	no
151976:20	so, uh, that's why i stayed in, stayed more towar-, towards, uh, uh,	no	yes		no
151992:52	well, most, most, most of the time when you see bus, uh, you know, the busses with the diesel *t*-1 that's, uh, those are carbon particles, and carbon dioxide and water vapor, uh,	no	yes	adj	no
151996:25	because when you, when diesel is burned *-1 *t*-2 it's it,	no	yes	adj	no
151998:205	it's burned *-1 so completely, that you don't have any, uh, nitrous oxides, uh, or oxides of nitrogen, uh, 0 * to, uh, form *t*-4 because of, by virtue of the very combustion process of the diesel engine, because diesel oil is, uh, is not very volatile. you know, where gasoline, if you leave a little pail of gasoline out before long it's gone *-3.	no	yes	emb	no
152012:11	that's why your diesel engines have such high compression ratios *t*-2 as the, as the air is heated *-1, you know, by virtue of the compression process to like one to nineteen or nineteen to one ratio	no	yes		no
152048:4	where do you find places 0 * to camp *t*-1 *t*-2?	no	yes	root	no
152050:48	well, uh, we, we do a lot of canoeing when we go *-1 camping *t*-2	no	yes	emb	no
152072:54	and so we have found that camping with the little ones isn't as enjoyable as just when we go ourselves *t*-1.	no	yes	emb	no
152094:22	what, uh, what kind of camping do they like *t*-1 best?	no	yes	root	no
152095:16	do they like it where they have tents *t*-1	no	yes	emb	no
152121:11	oh, and what does that consist of *t*-1?	no	yes	root	no
152123:83	uh, it's just a piece of material that *t*-1 has, uh, that *t*-2 has a lot of places where you can tie off to it and make it into a tent uh, like a, uh *t*-3,	no	yes	rc	no
152131:16	and we use them when we go *-1 backpacking *t*-2.	no	yes	emb	no
152139:25	and they'll keep you dry or whatever.	no	yes	exclam	no
152188:13	do you know what armadillo is *t*-1?	no	yes	emb	no
152249:44	and for me this is the first job 0 i've had *t*-1 where they've covered that much *t*-2,	no	yes	rc	no
152254:9	um, what's your situation *t*-1?	no	yes	exclam	no
152283:55	and, uh, we get twenty-four days a year, right from the day one when you start work *t*-1, you get twenty-four days a year, uh, time off.	no	yes	rc	no
152303:67	unless you, unless you have some vacation time or some, some sick leave or whatever, um, you kind of have *-1 to finagle your way around *-2 to get that time.	no	yes		no
152309:4	what do you consider *t*-1 most important, you think, in terms of, of the different benefits?	no	yes	root	no
152321:47	and i don't know that, uh, i don't know what the solution *ich*-2 is *t*-1 to it.	no	yes	emb	no
152366:16	how, how does, uh, university of new hampshire handle it *t*-1?	no	yes	root	no
152387:36	the benefits plan is different for operating, for what we call *t*-1 operating staff, which *t*-2 are considered *-3 to be, uh, clerical personnel, accountants, things like that as opposed to what they call *t*-4 the p a t staff, which i belong to *t*-5	no	yes	nom	no
152387:62	the benefits plan is different for operating, for what we call *t*-1 operating staff, which *t*-2 are considered *-3 to be, uh, clerical personnel, accountants, things like that as opposed to what they call *t*-4 the p a t staff, which i belong to *t*-5	no	yes	nom	no
152387:126	the benefits plan is different for operating, for what we call *t*-1 operating staff, which *t*-2 are considered *-3 to be, uh, clerical personnel, accountants, things like that as opposed to what they call *t*-4 the p a t staff, which i belong to *t*-5	no	yes	nom	no
152387:155	the benefits plan is different for operating, for what we call *t*-1 operating staff, which *t*-2 are considered *-3 to be, uh, clerical personnel, accountants, things like that as opposed to what they call *t*-4 the p a t staff, which i belong to *t*-5	no	yes	nom	no
152403:71	uh, for the operating staff it's on a seniority, it's, you know, based *-1 on how long they've worked there *t*-2.	no	yes		yes
152407:12	that determines how much, uh, vacation time they get *t*-1.	no	yes	emb	yes
152410:85	i'm kind of interested because i'm actually, that's the route 0 i'd like *-1 to take *t*-2 when i finally get my degree *t*-3 is * to, uh, is * to teach in a university.	no	yes	rc	no
152424:63	that's one of the things 0 i'd like *-1 to think about *t*-2 is in what kind of benefits they would, uh, they would cover *t*-3 and things like that.	no	yes	nom	no
152459:10	and that what i hired for *t*-1 and then i, just very little variation from that.	no	yes	nom	no
152467:27	uh, so that's in our situation where we are dealing with an institution *t*-1,	no	yes	rc	no
152485:46	in fact, they, we just had a lay off in what november, i guess.	no	yes		no
152498:143	uh, so i, i think 0 there it's probably a major distinction between institutions and the corporate world in, uh, institutions are slower * to react both on the growth side and then also on the reduction side where the businesses, we need *-1 to cut back, that's what we do *t*-2.	no	yes	emb	no
152498:183	uh, so i, i think 0 there it's probably a major distinction between institutions and the corporate world in, uh, institutions are slower * to react both on the growth side and then also on the reduction side where the businesses, we need *-1 to cut back, that's what we do *t*-2.	no	yes	nom	no
152511:85	and institutionally, like here at the university, oh if there is a cut back, well gee, it's not where it necessarily where it's needed *-1 *t*-2,	no	yes		no
152512:11	it's where it's most expedient *t*-1 which,	no	yes		no
152513:32	well, in one sense for us, it's where it makes the least noise *t*-1 which *t*-2 means 0 it's often the lowest support type roles.	no	yes		no
152513:54	well, in one sense for us, it's where it makes the least noise *t*-1 which *t*-2 means 0 it's often the lowest support type roles.	no	yes		no
152519:37	where the most dollar, where, where you know it cuts back the most *t*-1.	no	yes		no
152537:54	and it *exp*-1's very easy for them to say, oh this is the best way when they really aren't aware of what all it took *t*-2 * to get the work done *-3 *t*-4 you know.	no	yes	emb	no
152537:77	and it *exp*-1's very easy for them to say, oh this is the best way when they really aren't aware of what all it took *t*-2 * to get the work done *-3 *t*-4 you know.	no	yes	nom	no
152541:16	and then they wonder why it doesn't get done *-1 in the same amount of time *t*-2.	no	yes	emb	no
152555:8	so what else do you think 0 *t*-1 is important?	no	yes	root	no
152573:69	but, uh, i think 0 there is, uh, it's a long term type of process where in a small organization it's, uh, things can happen much more quickly and so you can see the reward of the efforts.	no	yes	emb	no
